0NA0000002	세력 갑옷
0NA0015052	킹스의 한 수
0NA0015056	[약물] 포도맛 멘타츠
0NA0015058	[약물] 딸기맛 멘타츠
0NA0015059	[약물] 오렌지맛 멘타츠
0NA0015061	지하철 경비 단말기
0NA0015063	브루스 아이작
0NA0015064	해드리언
0NA0015065	빌리 나이트
0NA0015066	래드 팩 댄서
0NA0015069	외로운 방랑자
0NA0015074	시리
0NA0015077	센타우로스 침
0NA0015085	긴급 라디오
0NA0015087	접근 제한
0NA0015090	칼라에게
0NA0015107	황무지인의 지도
0NA0015111	오래된 수염
0NA0015114	레인저 이라스무스
0NA0015116	데이비슨
0NA0015118	데일 바튼
0NA0015119	베아트릭스 러셀
0NA0015120	깨끗한 물
0NA0015124	(★) 중공군 스텔스 아머
0NA0015125	중공군 스텔스 헬멧
0NA0015128	루시우스
0NA0015129	캠프 폴론 호프 사령실
0NA0015130	캠프 폴론 호프 의료실
0NA0015133	복권
0NA0015143	미스터 스틸
0NA0015144	전기톱
0NA0015146	사지 상태 회복
0NA0015149	건강 피해
0NA0015154	NCR 기동 타격대
0NA0015155	지하철 컴퓨터 비밀번호
0NA0015156	오염된 NCR 군번줄
0NA0015157	애스터 일등상사
0NA0015158	에드워즈 이병
0NA0015159	로건
0NA0015165	구울 군인
0NA0015170	(★) 한정판 아빌렌 키드 BB 총
0NA0015180	노박의 빅터
0NA0015181	회전초 목장 주민
0NA0015183	(★) 자비
0NA0015189	애스터의 저널
0NA0015201	건강 & 상태 회복
0NA0015208	충격 장갑
0NA0015211	안토니
0NA0015212	레인저 쿠들로우
0NA0015213	자동문 무효화
0NA0015214	넬리스 비행 시뮬레이터
0NA0015215	붐 쿡스
0NA0015216	아티쿠스
0NA0015223	라디오 신호 알파 리마
0NA0015226	플러피
0NA0015227	탐정의 방 열쇠
0NA0015228	지터스
0NA0015241	넬리스 곡사포 포탄
0NA0015243	넬리스 곡사포
0NA0015245	우리는 모두 함께 간다
0NA0015246	운명의 수레바퀴
0NA0015247	고모라
0NA0015248	임플란트 GRX
0NA0015249	ED-E 레이저 공격
0NA1000014	베라의 분장실 문
0NA1000015	딘의 분장실 문
0NA1000016	탐피코 극장
0NA1000017	병원 보안 단말기
0NA1000020	베라의 무대 뒷문 열쇠
0NA1000021	홀로그램
0NA1000023	배경음악 제어 단말기
0NA1000028	유령 수확자
0NA1000029	시에라 마드레 특별개장!
0NA1000031	병원 지하실 열쇠
0NA1000032	오토-닥 제어 패널
0NA1000033	오토-닥
0NA1000034	오토-닥 Mk IX
0NA1000040	(★) 엘라이자의 로브
0NA1000047	홀로그램 제어
0NA1000050	시에라 마드레 라디오 방송
0NA1000051	카지노 교습 홀로그램
0NA1000054	보안 관리국 관리 단말기
0NA1000058	관리실 네트워크 단말기
0NA1000059	출연자 출입증
0NA1000060	관리실 출입증
0NA1000063	스위트 룸 관리실 열쇠
0NA1000064	출연자 통로 열쇠
0NA1000072	베라 키예스의 열쇠
0NA1000091	데드 머니 목걸이
0NA1000095	스피커
0NA1000096	홀로그램 방사기
0NA1000098	(★) 베라의 옷
0NA1000099	여배우 가발
0NA1000101	여배우 홀로그램
0NA1000102	여배우
0NA1000103	푸에스타 델 솔 남쪽
0NA1000107	거주 구역
0NA1000118	신호 간섭
0NA1000119	불결한 생활
0NA1000120	볼트 보안 단말기
0NA1000122	진료소 전력 상태 단말기
0NA1000123	전력 상태
0NA1000126	건물 폐허
0NA1000127	웨스트 타운 순찰 패키지
0NA1000128	유령 추적자
0NA1000132	시에라 마드레 관리자 출입증
0NA1000133	시에라 마드레 출연자 출입증
0NA1000134	스위트룸 보안 패스
0NA1000137	홀로그램 조종 단말기 02
0NA1000138	홀로그램 제어 단말기 01
0NA1000145	(★) 홀로라이플
0NA1000146	의료 구역
0NA1000151	볼트 보안 포탑
0NA1000155	접수원 단말기
0NA1000156	시에라 마드레 사무실 열쇠
0NA1000157	카지노 보안 비밀번호
0NA1000158	자동 소총
0NA1000160	스위트룸 비밀번호 메모
0NA1000161	스위트룸 보안 비밀번호 메모
0NA1000163	볼트 제어 단말기
0NA1000168	망가진 인터콤
0NA1000179	교환원의 열쇠
0NA1000180	서비스 루트
0NA1000181	비스타 날씨 설정
0NA1000191	살리다 델 솔 북쪽
0NA1000197	경찰 권총
0NA1000201	지시사항
0NA1000202	엘라이자의 메시지: 갈라 이벤트
0NA1000205	경찰서장의 단말기
0NA1000207	코스믹 나이프
0NA1000208	포탑 카운터
0NA1000209	카페 폐허
0NA1000211	볼트 보안 프로토콜
0NA1000213	불꽃놀이 제어 패널
0NA1000215	볼트 문 단말기
0NA1000219	유령 사냥꾼
0NA1000220	가스 폭탄
0NA1000225	시에라 마드레
0NA1000231	베라의 금고
0NA1000240	베라의 책상
0NA1000241	베라의 단말기
0NA1000247	[음식] 고스트 피플 플래쉬
0NA1000257	볼트 경비 인터콤
0NA1000258	푸에스타 델 솔 변전소
0NA1000259	엘라이자의 유언
0NA1000260	엘라이자의 헛소리
0NA1000263	푸에스타 델 솔
0NA1000264	교환원의 단말기
0NA1000267	보안 스테이션
0NA1000277	설립자의 유해
0NA1000278	볼트 관리 단말기
0NA1000382	도그 명령 테이프
0NA1000384	보안 제어 패널
0NA1000386	(★) 어쌔신 슈트
0NA1000392	시에라 마드레 잭팟
0NA1000398	배전함
0NA1000400	환기 제어 시스템
0NA1000403	배전함 퓨즈
0NA1000404	시에라 마드레 갑옷
0NA1000405	시에라 마드레 헬멧
0NA1000406	빌라 경찰서 지하실
0NA1000407	갓
0NA1000412	경비 사물함
0NA1000427	변전소
0NA1000429	베라 키예스 "빛나는 내일로" 노래
0NA1000430	베라 키예스 "저 먼 곳을 향해" 노래
0NA1000431	베라 키예스 "다시 시작해요" 노래
0NA1000432	볼트 승강기
0NA1000433	시에라 마드레 볼트 보안
0NA1000434	볼트 승강기 잠김
0NA1000437	가벼운 접촉
0NA1000446	스테이지 문
0NA1000447	여배우의 장갑
0NA1000448	베라의 마스터키
0NA1000457	홀로테이프 영사기
0NA1000458	딘 도미노의 "어제 그녀를 보았네" 노래
0NA1000459	문 제어 단말기
0NA1000463	시에라 마드레 잠김
0NA1000464	변전소로 가는 엘리베이터
0NA1000467	에니스의 단말기
0NA1000468	원격 관리 단말기
0NA1000470	에니스의 보관함
0NA1000472	에니스의 열쇠
0NA1000473	원격 관리 단말기 암호
0NA1000474	에니스의 메모
0NA1000477	시에라 마드레 영사기
0NA1000478	시에라 마드레의 극장용 녹음기
0NA1000480	편집된 홀로테이프
0NA1000481	홀로테이프 녹음기
0NA1000482	베라 키예스의 "빛나는 내일로"
0NA1000483	베라 키예스의 "저 먼 곳을 향해"
0NA1000484	베라 키예스의 "다시 시작해요"
0NA1000485	딘 도미노의 "어제 그녀를 보았네"
0NA1000488	딘의 금고 열쇠
0NA1000489	딘의 금고
0NA1000490	탐피코 극장 문
0NA1000491	(★) 딘의 턱시도
0NA1000492	딘의 선글라스
0NA1000494	방부처리제
0NA1000496	장비 보관함
0NA1000497	반짝이는 갑옷
0NA1000498	물러서!
0NA1000515	유령 인간 살점
0NA1000517	살리다 델 솔 열쇠
0NA1000518	칸티나 마드리드 문
0NA1000519	스위트룸 엘리베이트
0NA1000527	데드 머니 점프슈트
0NA1000531	주임의 열쇠
0NA1000534	살리다 변전소
0NA1000535	살리다 델 솔
0NA1000537	데드 머니 로드됨
0NA1000539	살리다 델 솔 안뜰
0NA1000540	전쟁전 미식가
0NA1000542	폐품 재활용
0NA1000544	10mm 탄 (고물)
0NA1000545	12.7mm 탄 (고물)
0NA1000546	12 게이지 탄 (고물)
0NA1000547	20 게이지 탄 (고물)
0NA1000549	22 LR 탄 (고물)
0NA1000550	308 탄 (고물)
0NA1000551	357 매그넘 탄 (고물)
0NA1000552	44 매그넘 탄 (고물)
0NA1000553	45-70 탄 (고물)
0NA1000554	50 MG 탄 (고물)
0NA1000555	5.56mm 탄 (고물)
0NA1000556	5mm 탄 (고물)
0NA1000557	9mm 탄 (고물)
0NA1000559	12 게이지 산탄 (고물)
0NA1000560	20 게이지 산탄 (고물)
0NA1000564	45-70 탄 (고물)
0NA1000565	50 MG 탄 (고물)
0NA1000576	소파
0NA1000580	캄파나스 델 솔
0NA1000585	딘 홀로그램
0NA1000587	경품 획득!
0NA1000592	베라의 옷장
0NA1000593	의료품 보관함
0NA1000595	스노우글로브 - 시에라 마드레
0NA1000596	살리다 델 솔 안뜰 열쇠
0NA1000598	베라의 악보
0NA1000600	백스테이지 열쇠
0NA1000602	물품 발견
0NA1000615	찬장
0NA1000623	경찰서
0NA1000624	빌라 분수
0NA1000630	즐거운 시간 멋진 장소
0NA1000631	[음료] 시에라 마드레 마티니
0NA1000632	유령 사냥꾼
0NA1000633	동전 교환원
0NA1000634	시에라 마드레 칩
0NA1000637	무료 칩
0NA1000638	시에라 마드레 자동판매기
0NA1000642	[식재료] 블람코 맥 앤 치즈
0NA1000644	[식재료] 팬시 라즈 스낵케이크
0NA1000645	[식재료] 즉석 짓이긴 감자
0NA1000647	[식재료] 돈육 콩조림
0NA1000651	[식재료] 얌얌 악마알
0NA1000652	시에라 마드레 기념품 마니아
0NA1000653	빅 위너
0NA1000654	유령 퇴치 - 수확자
0NA1000655	유령 퇴치 - 추적자
0NA1000656	유령 퇴치 - 사냥꾼
0NA1000663	과열된 코스믹 나이프
0NA1000664	레스토랑 관리자 책상
0NA1000665	관리실 보관함
0NA1000666	카페 마드리드 단말기
0NA1000668	백스테이지 문
0NA1000671	시체
0NA1000675	베라 키예스의 악보
0NA1000676	탐피코의 그랜드 오프닝 쇼!
0NA1000678	비상구 문
0NA1000679	탐피코 무대 단말기
0NA1000680	탐피코 프론트 책상 단말기
0NA1000682	나이프 스피어
0NA1000684	[독] 독구름 독 (약함)
0NA1000685	[독] 독구름 독 (강력함)
0NA1000686	[독] 독구름 독 (치명적)
0NA1000687	코스믹 나이프 (깨끗함)
0NA1000688	코스믹 나이프 스피어
0NA1000689	코스믹 나이프 (과열됨)
0NA1000690	탐피코 프론트 책상 단말기 암호
0NA1000702	존 K. 레스터: "가고 있어!"
0NA1000703	탐피코 무대 관리자 출입코드
0NA1000704	강화된 시에라 마드레 갑옷
0NA1000705	강화된 시에라 마드레 헬멧
0NA1000711	[식재료] 전쟁 전 스테이크
0NA1000712	비상구
0NA1000717	시에라 마드레 비상 관리실 열쇠
0NA1000719	무대 관리자의 단말기
0NA1000723	사무실 문
0NA1000724	교환원 사무실 문
0NA1000732	죽음의 키스
0NA1000746	경비원 가방
0NA1000752	전기 레인지
0NA1000753	시에라 마드레 칩
0NA1000755	볼트 엘리베이터 잠김
0NA1000756	조사 결과
0NA1000757	엘라이자의 신호 수신기
0NA1000758	볼트 엘리베이터 마이크
0NA1000759	폭약
0NA1000760	고중량
0NA1000761	절름발이
0NA1000764	고기 보관함
0NA1000768	주방 보관함
0NA1000775	곰덫 주먹
0NA1000781	투척용 나이프 스피어
0NA1000787	유령
0NA1000811	볼트 엘레베이터 잠김!
0NA1000813	엘라이자 홀로그램
0NA1000814	봉인된 문
0NA1000818	딘의 비밀창고
0NA1000831	비밀 물품 발견!
0NA1000832	자동 판매기 코드 - "슈퍼 스팀팩"
0NA1000833	자동 판매기 코드 - "경찰용 권총"
0NA1000834	자동 판매기 코드 - "폭약"
0NA1000835	자동 판매기 코드 - "357 매그넘 탄"
0NA1000836	자동 판매기 코드 - "308 소총탄"
0NA1000837	자동 판매기 코드 - "라드어웨이"
0NA1000838	자동 판매기 코드 - "라드-X"
0NA1000839	자동 판매기 코드 - "무기 수리 도구"
0NA1000840	자동 판매기 코드 - "안정제"
0NA1000841	자동 판매기 코드 - "리바운드"
0NA1000842	자동 판매기 코드 - "버프아웃"
0NA1000843	자동 판매기 코드 - "멘타츠"
0NA1000844	자동 판매기 코드 - "와인"
0NA1000845	자동 판매기 코드 - "스카치"
0NA1000846	자동 판매기 코드 - "보드카"
0NA1000847	자동 판매기 코드 - "마이크로퓨전 셀"
0NA1000848	357 매그넘 탄
0NA1000849	308 소총탄
0NA1000870	침실용 탁자
0NA1000880	독구름 찌거기
0NA1000881	[재료] 독구름 찌꺼기
0NA1000882	자동판매기 코드 - "메드-X"
0NA1000883	보안 문제
0NA1000884	동료 모으기
0NA1000885	신나게 즐기기
0NA1000886	정산
0NA1000887	안전한 금고
0NA1000888	하나는 모두를 위해
0NA1000889	미진한 결말
0NA1000890	[되팔기] 담배 한보루 (20)
0NA1000891	[되팔기] 담배 (5)
0NA1000894	오작동하는 오토-닥
0NA1000899	싱클레어의 가방
0NA1000904	푸에스타 델솔 가스누출 스위치 변환기
0NA1000905	정장이 안전하게 도착했습니다
0NA1000913	진료소장의 사무실 문
0NA1000914	갈라 이벤트 제어 단말기
0NA1000920	경비 사무실 단말기
0NA1000924	깨끗한 칼날 창
0NA1000925	깨끗한 코스믹 나이프
0NA1000931	소지품
0NA1000933	폭탄 목걸이 카운터
0NA1000935	전력분포 도표
0NA1000936	부식된 전기 스위치
0NA1000944	얼룩진 공책
0NA1000945	수송품 청구서
0NA1000946	일지
0NA1000960	자동 판매기 수리
0NA1000962	자동 판매기 수리 실패
0NA1000964	[되팔기] 전쟁전 평상복 (4)
0NA1000965	[되팔기] 전쟁전 나들이 옷 (4)
0NA1000966	[되팔기] 전쟁전 편한 옷 (4)
0NA1000967	[되팔기] 낡은 전쟁전 평상복 (2)
0NA1000968	[되팔기] 낡은 전쟁전 편한 옷 (2)
0NA1000969	[되팔기] 전쟁전 외출복 (4)
0NA1000970	[되팔기] 낡은 전쟁전 나들이 옷 (2)
0NA1000971	[되팔기] 낡은 전쟁전 외출복 (2)
0NA1000972	[되팔기] 페도라 (3)
0NA1000973	[되팔기] 시에라 마드레 경비 갑옷
0NA1000974	[되팔기] 강화 시에라 마드레 경비 갑옷
0NA1000975	[되팔기] 시에라 마드레 경비헬멧
0NA1000976	[되팔기] 강화 시에라 마드레 경비헬멧
0NA1000980	수트 도착
0NA1000983	불꽃!
0NA1000993	일지 페이지
0NA1000994	찢어진 일지 페이지
0NA1000995	얼룩 묻은 페이지
0NA1000999	홀로그램 상인
0NA1001003	자동 소총 - 내부강화
0NA1001004	홀로라이플 - 강화부품
0NA1001005	곰덫 주먹 - 강화 용수철
0NA1001006	자동 소총 - 내부강화
0NA1001007	홀로라이플 - 강화부품
0NA1001008	곰덫 주먹 - 강화 용수철
0NA1001009	갓 지하실 테이프 실행
0NA1001010	데드 머니
0NA1001019	스텔스 슈트
0NA1001025	[약물] 고스트 사이트
0NA1001026	고스트 사이트 비전
0NA1001038	음악 제어
0NA1001043	시에라 마드레 잔잔한 음악
0NA1001047	자동 판매기 코드 - 시에라 마드레 갑옷 되팔기
0NA1001049	자동 판매기 코드 - 스팀팩
0NA1001050	자동 판매기 코드 - 아이템 되팔기
0NA1001052	폭탄 목걸이 오디오
0NA1001054	비극의 전모
0NA1001055	다가올 일!
0NA1001056	역사를 위하여
0NA1001060	볼트 포탑 단말기
0NA1001061	베라 키예스의 오디션
0NA1001062	딘 도미노의 협박 테이프
0NA1001063	볼트 포탑 단말기 암호
0NA1001065	딘 도미노의 협박 테이프
0NA1001066	자동 판매기 코드 - 자동 소총 - 내부강화
0NA1001067	자동 판매기 코드 - 홀로라이플 - 부품강화
0NA1001068	자동 판매기 코드 - 곰덫 주먹 - 강화된 스프링
0NA1001074	독구름 샘플
0NA1001077	모하비 황무지로 나가는 철문
0NA1001078	우편함
0NA1001081	베라 키예스의 진료 보고서
0NA1001082	스페이드 10 - 시에라 마드레
0NA1001083	스페이드 2 - 시에라 마드레
0NA1001084	스페이드 3 - 시에라 마드레
0NA1001085	스페이드 4 - 시에라 마드레
0NA1001086	스페이드 5 - 시에라 마드레
0NA1001087	스페이드 6 - 시에라 마드레
0NA1001088	스페이드 7 - 시에라 마드레
0NA1001089	스페이드 8 - 시에라 마드레
0NA1001090	스페이드 9 - 시에라 마드레
0NA1001091	스페이드 A - 시에라 마드레
0NA1001092	스페이드 J - 시에라 마드레
0NA1001093	스페이드 K - 시에라 마드레
0NA1001094	스페이드 Q - 시에라 마드레
0NA1001095	클로버 10 - 시에라 마드레
0NA1001096	클로버 2 - 시에라 마드레
0NA1001097	클로버 3 - 시에라 마드레
0NA1001098	클로버 4 - 시에라 마드레
0NA1001099	클로버 5 - 시에라 마드레
0NA1001100	클로버 6 - 시에라 마드레
0NA1001101	클로버 7 - 시에라 마드레
0NA1001102	클로버 8 - 시에라 마드레
0NA1001103	클로버 9 - 시에라 마드레
0NA1001104	클로버 A - 시에라 마드레
0NA1001105	클로버 J - 시에라 마드레
0NA1001106	클로버 K - 시에라 마드레
0NA1001107	클로버 Q - 시에라 마드레
0NA1001108	하트 10 - 시에라 마드레
0NA1001109	하트 2 - 시에라 마드레
0NA1001110	하트 3 - 시에라 마드레
0NA1001111	하트 4 - 시에라 마드레
0NA1001112	하트 5 - 시에라 마드레
0NA1001113	하트 6 - 시에라 마드레
0NA1001114	하트 7 - 시에라 마드레
0NA1001115	하트 8 - 시에라 마드레
0NA1001116	하트 9 - 시에라 마드레
0NA1001117	하트 A - 시에라 마드레
0NA1001118	하트 J - 시에라 마드레
0NA1001119	하트 K - 시에라 마드레
0NA1001120	하트 Q - 시에라 마드레
0NA1001121	다이아 10 - 시에라 마드레
0NA1001122	다이아 2 - 시에라 마드레
0NA1001123	다이아 3 - 시에라 마드레
0NA1001124	다이아 4 - 시에라 마드레
0NA1001125	다이아 5 - 시에라 마드레
0NA1001126	다이아 6 - 시에라 마드레
0NA1001127	다이아 7 - 시에라 마드레
0NA1001128	다이아 8 - 시에라 마드레
0NA1001129	다이아 9 - 시에라 마드레
0NA1001130	다이아 A - 시에라 마드레
0NA1001131	다이아 J - 시에라 마드레
0NA1001132	다이아 K - 시에라 마드레
0NA1001133	다이아 Q - 시에라 마드레
0NA1001134	조커 1 - 시에라 마드레
0NA1001135	조커 2 - 시에라 마드레
0NA1001137	시에라 마드레 기념품 수집가
0NA1001138	여배우의 해골
0NA1001139	베라 키예스의 유골
0NA1001140	여배우의 드레스
0NA1001143	비상용 네트워크 단말기
0NA1001148	찢어진 일지 페이지
0NA1001159	싱클레어: E.B.E
0NA1001167	경고 : 승강기 순찰
0NA1001168	노동자의 메모
0NA1001170	추출한 홀로테이프
0NA1001171	베라
0NA1001173	싱클레어의 개인 계정
0NA1001174	미스터 싱클레어의 개인 계정
0NA1001175	엘라이자의 화학실험 세트
0NA1001179	엄청난 음식
0NA1001181	엄청난 의료 물품
0NA1001183	이상한 약품
0NA1001190	너무 뜨겁잖아!
0NA1001191	제조법 : 달군 코스믹 나이프
0NA1001232	방어용 포탑 전력 발전기
0NA1001240	볼트 엘라이자 스크린
0NA1001246	8번 목걸이 : 도그
0NA1001247	14번 목걸이 : 딘 도미노
0NA1001248	12번 목걸이 : 크리스틴
0NA1001249	기계 마법사
0NA1001250	빈둥거리는 도마뱀
0NA1001260	야수 진압
0NA1001261	뒤섞인 신호
0NA1001263	하늘 위의 불꽃들
0NA1001264	밴드, 연주 시작!
0NA1001265	엘라이자
0NA1001266	탐피코의 커튼콜
0NA1001267	마지막 사치
0NA1001268	엘라이자 신부 영사기
0NA1001275	카지노 문
0NA1001276	시에라 마드레 - 무료 상품권
0NA1001277	지옥에서 보자 개자식아
0NA1001278	홀로라이플 - 광학 초점기
0NA1001279	자동 판매기 코드 - 홀로라이플 - 향상된 광학장치
0NA1001280	홀로라이플 - 광학 초점기
0NA1001281	홀로라이플 - 향상된 영점조준기
