0NO0000001	이름 : 페이서 
0NO0001807	[CRLF]그들은 미스터 하우스를 대신하여 고립을 지지하는 각 층의 대표에게 도전하였습니다. 전통에 따라 승자가 볼트의 미래를 결정한다는 룰로 게임을 진행하였습니다.
0NO0001808	[CRLF]운명의 블랙잭은 지금 계신 볼트 21의 바로 이 층에서 행해졌습니다. 오랜 결전 끝에 아주 간발의 차로 미스터 하우스를 지지하는 자들이 승리하였고, 그들은 바깥 세상으로 통하는 문을 열기로 결정했습니다.
0NO0001809	[CRLF]나머지 주민들도 규칙에 따라 승자의 결정을 따랐습니다.
0NO0001810	[CRLF]볼트 21에서 200년을 보낸 후, 우리는 옛 세상의 문을 박차고 나가 신세계로의 첫 발걸음을 내디뎠습니다.
0NO0001811	미스터 하우스는 패밀리의 손을 빌려 큰 손상이 없던 라스 베가스의 폐허를 낙원으로 뒤바꾸었습니다. 새로운 도시는 대격변 이후로 볼트 21의 우리 선조들이 지켜왔던 이야기나 물품에 남아있던 도시와 매우 닮아 있었습니다.
0NO0001812	[CRLF]처음에는 겁을 먹고 신중하였으나, 우리는 서서히 볼트를 떠나 뉴 베가스에 정착한 뒤 도시의 재건을 도왔습니다.
0NO0001813	[CRLF]볼트 21 안에는 작동하는 기계가 잔뜩 있었기 때문에, 뉴 베가스의 재건에 있어서 훌륭한 자원 공급원이 되었습니다.
0NO0001814	[CRLF]미스터 하우스는 볼트에서 자원을 수집한 뒤 텅 빈 공간에 콘크리트를 쏟아 부었습니다. 현재 남아있는 것은 볼트의 최상층 뿐입니다. 현재 이 층은 숙박 시설로 사용중이며, 이제 여러분은 우리 옛 고향의 따스함을 느끼며 머무르실 수 있습니다!
0NO0001815	[CRLF]우리는 뉴 베가스의 모든 세대를 위해 새롭고 밝은 미래를 만들고자 하는 미스터 하우스의 지혜를 깨닫게 되었습니다. 그의 리더쉽이 없었더라면 불모의 황무지는 언제까지나 미개하고 야만스러운 채로 남아 있었을 것입니다.
0NO0001816	[CRLF]여러분, 우리와 함께 뉴 베가스의 영광과 볼트 21의 유산을 축복해주세요!
0NO0001817	아래와 같은 우리의 정통 전쟁 전 식사를 즐겨보세요:
0NO0001818	[CRLF]조식:
0NO0001819	[CRLF]1. 인공 감미료 슈가밤.
0NO0001820	- 아이들에게 활기찬 아침을 선사합니다! -
0NO0001821	[CRLF]2. 원조 옥수수 가루 팬케이크.
0NO0001822	- 몬판토 사의 자랑거리! -
0NO0001823	[CRLF]3. 세이버리 이구아나 소시지.
0NO0001824	- 물론 암컷 이구아나만 사용합니다!-
0NO0001825	[CRLF]중식:
0NO0001826	[CRLF]1. 메스키트 풍미의 카사도르 날개.
0NO0001827	- 매운 맛을 보여주죠! -
0NO0001828	[CRLF]2. 사과 소스 겍코 스튜. 
0NO0001829	- 벽을 타고 다닐 정도로 맛있습니다! -
0NO0001830	[CRLF]3. 크림 듬뿍 맥 앤 치즈.
0NO0001831	- 이제 부인께서 조개 수프는 거들떠 보지도 않으실걸요! -
0NO0001832	[CRLF]석식:
0NO0001833	[CRLF]1. 블루 치즈를 얹은 브라민 등심
0NO0001834	- 간디도 거부하지 못할 맛! -
0NO0001835	[CRLF]2. 얌얌 악마알을 얹은 돈육 콩조림.
0NO0001836	- 오늘 밤 한번 터트려 보세요! - 
0NO0001837	[CRLF]3. 잣을 곁들인 사마귀 앞발 석쇠구이
0NO0001838	- 고모라에 너무 오래 있었나봐요? -
0NO0001839	[CRLF]모든 요리는 오전 7시부터 오후 10시까지 제공됩니다.
0NO0001840	볼트 21 기념품점은 뉴 베가스에서 제일 가는 최고급 품질의 전쟁 전 물품을 제공하고 있습니다!
0NO0001841	[CRLF]볼트 21 슈트
0NO0001842	- 진짜배기 멋쟁이들을 위한 진짜배기 가죽! -
0NO0001843	[CRLF]전쟁 전 토스터
0NO0001844	- 과거의 불길로 오늘의 빵을 구우세요! -
0NO0001845	[CRLF]전쟁 전 책
0NO0001846	- 이해할 수 없는 물건을 소유하는 기쁨을 누리세요! -
0NO0001847	[CRLF]볼트 21 카드 덱
0NO0001848	- 200년 묵은 끗발이 담겨져 있습니다! -
0NO0001849	[CRLF]감지기
0NO0001850	- 1마일이나 떨어진 곳도 보입니다! -
0NO0001851	[CRLF]볼트 21 당구대 세트
0NO0001852	- 미네소타 팻츠처럼 큐대를 땡겨보세요! -
0NO0001853	[CRLF]질소통
0NO0001854	- 큰 소리로 웃자구요! -
0NO0001855	[CRLF]전쟁 전 장난감 자동차
0NO0001856	- 물론 장난감이죠! 그렇지만 아직 잘 달립니다! -
0NO0001857	[CRLF]과거의 조각을 지닌 채 찬란한 미래를 맞는 소수의 엘리트가 되세요!
0NO0001858	볼트 21 게스트 서비스:[CRLF]----------------------------
0NO0001860	[CRLF]- 정중한 인터콤 모닝콜 -
0NO0001861	[CRLF]- 세탁실 -
0NO0001862	[CRLF]- 가이드 투어 -
0NO0001863	[CRLF]- "스트립" 스타일 포커 레슨 -
0NO0001864	[CRLF]- 룸 서비스 -
0NO0001865	[CRLF]- 네트워크 접속 -
0NO0001866	미등록 사용자.
0NO0001867	[CRLF]네트워크 접근 거부됨.
0NO0001868	[CRLF]요금을 지불하신 후 다시 이용해 주세요. 감사합니다!
0NO0001872	안녕, 내 여동생!
0NO0001873	[CRLF]어떻게 지내니? 무척 보고 싶다, 사라야! 이곳에 있다 보면 매일같이 집으로 돌아가고 싶어. 그래도 편지를 쓰는 동안은 마음이 따뜻해지네. 미스터 하우스가 우리 볼트에 쏟아 부었던 콘크리트처럼, 여기 창고의 찬 공기가 무겁게 덮쳐와. 그의 영혼에 저주가 내리길!
0NO0001874	[CRLF]그래, 네 "멋쟁이 오빠"한테서 이런 푸념 따위 듣고 싶지 않겠지. 하지만 한계에 도달한 거 같아. 공허함이 나의 영감이고 의심이 내 유일한 여주인이야. 한때 나에게 예술적인 영감을 주었던 것들이 천천히 죽어가고 있어. 내 영혼의 생명을 비추어 줄 빛이 보이지 않는, 끝없는 공허 속으로 사라지고 있지.
0NO0001875	[CRLF]하아, 말 참 비참하게 하지? 네가 걱정하지 않길 바라, 동생아. 그저 당장 너와 함께 하고 싶을 뿐이야. 미스터 하우스의 최근 "제안"을 끝마치면, 다시 한번 힘을 내서 스트립으로 널 보러 갈게.
0NO0001876	[CRLF]항상 네 생각뿐이다, 이 열혈녀야!
0NO0001877	잘 지내, 우리 멋쟁이 오빠?
0NO0001878	[CRLF]기뻐해 줘, 우리 볼트는 완전 장사가 잘 되고 있어! 군단에 관한 안 좋은 소식도 들리긴 하지만, 아직 여기엔 NCR 병사들이 많이 있어. 다들 쾌활해. 시저가 사방을 들쑤셔도 별로 신경 안 쓰는 것 같아. 어쩌면 NCR은 우리 생각보다 더 강한 건지도 모르겠네? 글쎄... 미스터 하우스 이상으로 믿을 수 있을까?
0NO0001879	[CRLF]아직도 그가 우리 고향에 한 짓만 생각하면 치가 떨려! 그래, 볼트의 일부를 유지할 수 있게 된 건 다행이지. 하지만 언젠가 우리가 더 이상 필요하지 않게 되면, 저 밖으로 우리를 내쫓아 버릴 거야. 애초에 그의 도전을 받아들이지 말았어야 했다고 생각해. 그 사기꾼이 우리를 속인 거야, 틀림 없어!
0NO0001880	[CRLF]어쨌든, 이 얘긴 전에도 오빠한테 했었지. 그냥 오빠 좀 웃게 해주고 싶어서! 힘내, 우리 멋쟁이 오빠! 보고 싶어![CRLF]
0NO0001881	사라.
0NO0001882	버터컵라이드
0NO0001883	친애하는 와인트럽 양,
0NO0001884	[CRLF]찰린 탠이에요. 호텔에서 매우 만족스러운 시간 보내게 해줘서 고마워요! 어서 우리 모임에 자랑하고 싶네요. 기억하시겠지만 제 남편 비프는 우리 상류층 모임에서 매우 존경받고 영향력 있는 사람이거든요.
0NO0001885	[CRLF]샷 양, 잉그리드 덴거 양, 그리고 부프텐 부인이 조만간 차 모임을 위해 저희 저택을 방문할 텐데, 여기 호텔을 소개해 둘게요. 다들 당신 호텔의 고풍스럽고 소박한 느낌을 좋아할 거에요. 세련미도 넘치고요!
0NO0001886	[CRLF]심지어 비프는 새 옷이 어찌나 맘에 들었는지, 손님들이 올 때 마다 "볼트 21 슈트의 가죽에서는 씻겨지지 않은 세월의 향취가 난다"면서 자랑한다니까요! 그러면서 손님이 입어보지도 못하게 하죠, 아이구 참.
0NO0001887	[CRLF]정성을 담아서,[CRLF]
0NO0001888	탠
0NO0001889	이 설계도로 수제 44 매그넘 탄을 제작할 수 있습니다.
0NO0001890	보스 말이 맞았어요.
0NO0001891	[CRLF]매일 저녁 호스테틀러 꼰대가 집으로 퇴근할 때는 놈의 손가방이 꽉 차있는데, 크림슨 캐러밴에 출근할 때는 비어 있어요. 프레드가 직접 봤어요.
0NO0001892	[CRLF]우연한 일치일 리가 없어요. 퇴근할 때마다 항상 뭔가 가져가는 거죠. 분명 녀석의 일당일 거에요.
0NO0001893	[CRLF]앨리스가 그 돈을 찾아오게 해야겠어요. 우리가 그 집 근처에 갔다간 앨리스의 망할 애미가 그 존나 큰 총으로 우릴 쏘겠죠... 그렇게 되면 크랜든이, 최악의 경우 줄스가 우릴 쫓을 거에요. 별 거 아닌 일 때문에 모가지 날려 먹긴 싫다구요, 앤디.
0NO0001894	[CRLF]일단 앨리스를 확실히 길들입시다. 이 씨발 좆같은 똥통에서 빠져나가게 된 다음에는 보스 맘대로 하세요, 그년.[CRLF]
0NO0001896	비행 제어 소프트웨어 업데이트 완료
0NO0001898	소프트웨어 설정에서 손상이 감지되었습니다.
0NO0001899	비행 제어 시스템이 손상됩니다.
0NO0001901	올리버 장군에게 (또는 살아남은 최상위 장교에게)
0NO0001902	[CRLF]NCR 대통령에게
0NO0001903	[CRLF]NCR 의회에게
0NO0001904	[CRLF]로버트 에드윈 하우스로부터
0NO0001905	[CRLF]뉴 베가스 자유 경제 특별 지구의 최고 경영자로서, 나는 뉴 베가스와 주변 지역에 있는 전 NCR 병력에게 "즉각 철수"할 것을 요구하는 바이다.
0NO0001906	[CRLF]a) 대상은 NCR 레인저를 포함, 모든 군인이다. 
0NO0001907	[CRLF]b) "뉴 베가스와 주변 지역"은 후버 댐, 맥캐런 국제공항, 헬리오스 원, 엘 도라도 변전소를 포함한다. (이것으로 제한한다는 의미가 아님)
0NO0001908	[CRLF]주목해야 할 중대 사항은 나의 중무장된 시큐리트론 군대가 공격적인 행위에 압도적인 무력으로 대응하도록 철저하게 프로그램되어 있다는 것이다.
0NO0001909	[CRLF]a) "중무장" 과 "압도적인 무력"의 예로서 나의 시큐리트론 군대는 시저의 군단에 대해 무자비한 괴멸 작전을 위해 진군할 것이며, 이를 보여 참고토록 할 것이다.
0NO0001910	[CRLF]b) NCR 병사가 뉴 베가스와 주변 지역으로부터 철수하지 않을 경우 "공격 행위"로 간주한다.
0NO0001911	[CRLF]NCR 시민은 이 철수 요건 하에 있지 않다. 그들은 여전히 자유롭게 뉴 베가스를 방문하여 베가스 스트립을 만끽할 수 있다!
0NO0001912	[CRLF]NCR 군대가 이 규칙을 따르는 조건 하에서 후버 댐의 전기와 물을 NCR에 지속적으로 공급한다.
0NO0001913	[CRLF]a) 전력: 5 캡 당 1 KWH.
0NO0001914	[CRLF]b) 물 : 5 캡 당 3.8 리터.
0NO0001915	[CRLF]NCR 의회 행정 사무소는 매주 이 청구서를 받는다. 요금은 통보없이 바뀔 수 있다.
0NO0001916	[CRLF]진심을 담아,
0NO0001918	최고 경영자
0NO0001919	뉴 베가스 자유 경제 특별 지구
0NO0001920	송장 번호: 6682-0812
0NO0001921	[CRLF]사명: 에버트 빌딩 & 정원 자재
0NO0001922	주문자: 스콧 에버트
0NO0001923	[CRLF]수량: 3
0NO0001924	간판 사이즈: 365.76 x 348.52 x 61.45
0NO0001925	내부 조도: 26
0NO0001926	외부 조도: 14
0NO0001927	[CRLF]세부 사항: 적색과 백색으로 된 산세리프체 단면 간판. 맨 위 줄의 "에버트"는 붉은 배경에 큰 서체로. 둘째, 셋째 줄의 "빌딩 [%] 정원"은 중간 크기 서체의 흰 바탕으로 하되 모두 대문자로. 마지막 줄의 "자재"는 붉은색 바탕의 작은 글씨체로 하고 마찬가지로 전부 대문자로 할 것.
0NO0001928	송장 번호: 6682-1542
0NO0001929	[CRLF]사명: 킹맨 BBQ
0NO0001930	주문자: 펠릭스 위버
0NO0001931	[CRLF]수량: 4
0NO0001932	간판 사이즈: 685.23 x 237.64 x 62.35
0NO0001933	내부 조도: 38
0NO0001934	외부 조도: 23
0NO0001935	[CRLF]세부 사항: 검정색, 갈색, 흰색으로 된 산세리프체 양면 간판. 맨 위 줄의 "킹맨"는 검은 바탕의 작은 서체로 하면서 전부 대문자로. 아래쪽은 "BBQ"를 세로로 하되, 갈색 바탕에 큰 서체로 하고 모두 대문자로 할 것. 가장자리는 커다란 흰색 화살표로 모양으로 할 것.
0NO0001936	사고 사례: 유리 파손
0NO0001937	[CRLF]케빈이 유리 튜브를 만들다가 떨어뜨렸는데 결국 깨진 파편 때문에 손에 큰 상처가 났다. 다른 사람은 아무도 다치지 않아서 다행이다. 케빈 손에 붕대를 감아주고 집에 가기 전에 깨끗이 씻게 했다. 다음에도 이런 사고가 난다면 그를 내보내야 할 것 같다. 요즘 젊은이들은 너무 덜렁대서 사고를 자주 낸다.
0NO0001938	[CRLF]사고 사례: 엘리베이터 
0NO0001939	[CRLF]위쪽 적재장으로 가는 엘리베이터가 또 고장 났다. 안에 조나단이 타고 있었는데, 불행히도 엘리베이터가 갑자기 멈추는 바람에 운반대에서 삐져나온 간판에 깔려 다리가 부려졌다. 완치되려면 최소한 한 달은 있어야 할 것이다.
0NO0001940	67 페이지
0NO0001941	[CRLF]... 원자로가 손상되었다는 안내 방송에 볼트 주민들이 동요하기 시작하면서 싸움은 잦아들었다. 기술진들은 원자로와 중앙 컴퓨터 시스템을 수리하기 위해 분투했다. 하지만 자동 수리 프로그램의 일환으로 원자로가 자체적으로 새로 연결한 냉각 파이프가 이미 손상된 것이었다는 사실을 알기에는 이미 너무 늦은 상태였다. 컴퓨터 중앙 시스템의 손상으로 시스템이 교체할 냉각 파이프의 문제를 미처 인식하지 못했던 것이다. 방사능 가스가 부서진 파이프에서 흘러나와 볼트를 오염시켰다. 하지만 보다 더 큰 문제는 볼트 출입구를 열 수가 없게 된 것이었다. 모든 시스템이 자동조정상태로 넘어가 버려 수동조정은 전혀 안 통하게 된 것이다. 문이 자동적으로 열릴 때까지 우리 모두가 살아남을 수 있기만 기원할 뿐이다...
0NO0001942	65 페이지
0NO0001943	[CRLF]... 정말로 심각한 문제는 상당수의 주민들이 인구 조절을 요구해오면서 시작되었다. 이들이 통제를 벗어난 행동을 할 것을 예상하고, 나는 기술자를 시켜 내 방에 있는 단말기를 통해 무기고 문을 잠글 수 있도록 만들었다. 무기고 문이 잠긴다는 소식에 적지 않은 수의 주민들이 분노했다. 그들은 자신들을 방어할 권리를 주장하며 무기고에 대한 자유 접근을 다시 한번 요구했고, 나는 물론 이 요구를 거절했다...
0NO0001944	66 페이지
0NO0001945	[CRLF]... 폭동은 그 일이 있은지 얼마 뒤 일어났다. 사건이 가장 심화된 시점에 무기고에 대한 자유 접근을 요청하는 그룹이 볼트 출구로 일제히 몰려가 이곳을 떠나갔다. 나는 곧바로 볼트 출구를 폐쇄했고 추가적인 경비병을 배치했으나 이는 커다란 실수였다. 경비병들이 출구로 몰린 나머지 볼트 내부를 순찰할 인력이 부족해졌고, 그만 무기고의 습격을 막아내지 못하게 된 것이다. 무기고가 습격당한 뒤에도 경비병들은 맡은 위치를 잘 지켜냈지만 결국 그 일이 일어나고 말았다. 전투 중에 원자로 냉각 파이프 하나가 손상되어버린 것이다.
