0NO0000001	First Name: Pacer
0NO1000094	I'll be right there, Eve!
0NO1000095	Just hide until I get there. Do whatever you need to do, understand!?
0NO1000096	I'm not going to let anything happen to you. ---------------------------------
0NO1000098	From: Evelyn A. Sainz: "John, Help!" 10/23/77
0NO1000099	Everything exploded! There's smoke. Holograms are firing at people! We can't get out, John!
0NO1000100	Please!
0NO1000101	Dean had his Entertainer Pass wrapped up in an old, crumbling piece of paper.
0NO1000102	Barely visible, it reads:
0NO1000103	"Huba-luba"
0NO1000104	This Holomessage is locked. A label on the front reads, "For Veronica." A strange sensor mounted on the back seems to be tied to the locking mechanism.
0NO1000105	Complaint: Lost and Found
0NO1000106	Sierra Madre Security Log: 8:07AM
0NO1000107	Guard on Call: Morris, Tyler
0NO1000108	Describe the Incident: Mrs. Purvis daughter called down to ask if we happened to find her mother's purse, which she may have dropped during last night's "stroll." We found the purse on the main floor. None of the valuables were inside, may have been taken when the purse dropped, or Mrs. Purvis may have emptied the purse contents during last night's incident.
0NO1000109	Complaint: Mrs. Purvis/Drunk and Disorderly
0NO1000110	Sierra Madre Security Log: 11:02PM
0NO1000112	Describe the Incident: 10PM, received complaints about noise in upper bar, then emergency call from the main floor cashier cage who reported (quote) "old bat on ceiling." Investigating, found guests cheering Mrs. Millicent Purvis, 72, who had climbed over the upper bar railing and was walking on the support beams, indicating loudly that she was (quote), "going to join the circus." She had already tripped over one Holo-Emitter (unhurt), and was inviting guests out on the beams so we could "use them like monkey bars."
0NO1000113	Climbed after her, cornered her near the rafter over the cashier's area, then brought Mrs. Purvis to holding and called her daughter to come escort her to her room. No damage done to rafters or the emitter. Mrs. Purvis's daughter was visibly agitated by the incident and too embarrassed to take any legal action saying that she (quote), "didn't want to cause any more trouble for Mr. Sinclair." Need to gate off the rafter area to prevent repeat incidents.
0NO1000114	This is a restricted dispenser code for use in the Vending Machines.
0NO1000130	Admitted 3 workers from Puesta del Sol Switching Station. Exposed to some unidentified airborne toxin from the ventilation system. Caused severe lung and tissue damage, inhalation isn't the problem, it's absorbed through the skin.
0NO1000131	Researching its effects. The gas, whatever it is, may be building up in vents beneath the town. Asked foreman to look into source before government inspectors do.
0NO1000132	Chemical suits arrived today. They're bulky, hard to talk and move in. It was difficult to unlock the clasps once in place, had to get one of the staff to help me out of it. I told the construction crew keep the suits ready while working in the switching station and to be careful with them, we only have a limited number.
0NO1000133	I asked Sinclair to order more in the event of a leak in the Villa, and prepared cost estimates for another gas leak to support my case. Didn't need to, he agreed to the request immediately, then asked if he could see the workers and make sure they were all right.
0NO1000134	Ms Keyes' insomnia seems to have gotten worse, so we ended up ordering the new Auto-Doc upgrades, must have cost Sinclair a fortune. The new programs for the Auto-Docs ameliorate the effects of exhaustion. Have already spoken to the staff about side effects and dangers of prolonged use - wanted to make sure they weren't using it to pull double-shifts.
0NO1000135	Sinclair asked if these codes could be downloaded into the public dispensers. The codes aren't compatible, unfortunately. He said he'd "look into it." Guess his contacts at Big Mountain will be getting a call soon.
0NO1000136	Sinclair + Ms Keyes
0NO1000137	<<Transmitted to Sierra Madre>>
0NO1000140	Domino + Ms Keyes
0NO1000141	<<Transmitted to Chief Physician's Terminal>>
0NO1000142	Sinclair
0NO1000143	Proposed moving 1 Auto-Doc to casino and scheduling visits. Sinclair agreed.
0NO1000144	Ms Keyes showed up today (sans Sinclair), escorted by Mr. Domino. He explained to me Ms Keyes had developed a throat infection, and asked if the Auto-Doc could help. I asked about the Sierra Madre's Auto-Doc. He said he didn't want to "alarm" Sinclair.
0NO1000145	Ran some tests. Ms Keyes' voice is fine, her loss of voice was more listlessness, symptomatic of excessive Med-X usage. When I tried to speak to her about it, Mr. Domino intervened. I warned them too much of the Chem could render a subject comatose, and Domino laughed. I lost my temper, and he said they'd return another time when I was in "better spirits." Despise that man.
0NO1000146	Domino stopped by to ask about the test results and Vera's voice. He seemed concerned she would lose her voice for the Gala Event. I told him if Ms Keyes was concerned, she should see me, and I would only disclose any medical information to her. I told him the Auto-Docs were more than capable of healing Ms Keyes voice if she developed any throat infection, and we could even operate if need be if she tore her larynx. He seemed satisfied by the news, apologized, amazingly enough, and left a bottle of wine as a token of his appreciation. I told him I felt it was inappropriate, he insisted. I dumped it in the trash.
0NO1000147	Been reading this over: "In the event of a fire, chemical leak, nuclear attack, or other threat to the casino, the interior and exterior doors will hermetically seal to prevent harm coming to the guests. During this time, Holograms will be deployed and assume threat status until the lockdown is ended."
0NO1000148	Guess can't be too careful these days. Still, what if there was another leak at the switching station? Not to mention the gas valves in the kitchen. If those got hit, the whole casino's a torch.
0NO1000149	Since you missed it, Sinclair outlined security measures today. Wasn't blind to what was happening in the news, wanted to take steps if the Chinese got a foothold on American soil. Ran us through the added functionality of the holograms, then explained the construction of the casino, its emergency protocols, and the broadcast signal we're using for the Gala Event. Guy's a nut job, still, seems to have the bases covered. Guess the isolation of the casino was intentional. Not sure what he's hoping to protect, sure seems obsessed with it.
0NO1000150	Nothing much to report. Pretty quiet tonight, even from Puesta del Sol. Imagine Morris up in the casino probably has more than enough with the guests coming in tonight, poor bastard.
0NO1000151	Set up the radios so I can listen in on the Gala Event when it fires up, and left one out for the prisoners. If Sinclair doesn't want us to be too strict with the guests tonight, I may just toss the key in the holding cage with anyone we pick up and let them unlock the door when they sleep it off.
0NO1000152	Set up the radio room downstairs to broadcast through the speakers. Don't want to miss tonight's performance, the receiver down there is stronger than the desk radios we have up here.
0NO1000153	Stashed some supplies from the evidence room down there to celebrate once my shift is over. Way I figure it, the rest of the guards'll be too busy to check up on me.
0NO1000154	Sinclair's prohibition list is going to be difficult to enforce and told him so. He claims we're getting an automated system that would confiscate items even the slightest bit radioactive or foreign and ship them back to the visitor's source address. Asked about items already in the Villa (didn't mention the construction crew) and he dismissed it.
0NO1000155	Of course, no sooner than Sinclair gives his prohibition speech, his pal swings by the same hour, asking how "hardnosed" we were going to be. Told me he couldn't guarantee he could keep me supplied if I didn't treat his "friends" with the same respect. Prick.
0NO1000156	Sinclair installed a new security system for visitors coming into and out of the Villa - he doesn't seem to care too much about what they do when they're inside, only that we confiscate any personal items that could be dangerous or foreign, and make sure we know who enters and who leaves. Asked him again about watching the construction crews. He said that was a "Villa matter" (great, that means the Prick runs the show). As long as there were no more accidents among the crews, that's what he cared about.
