///Project Nevada	
PJN0000001	쓰리 슈터
WIL0001689	당신에게 못되게 굴었다면 사과할게.
WIL0001690	거짓말쟁이. 이제 끝이야. 모하비 전초 기지로 돌아가서 다른 누군가를 찾아 보시지.
WIL0001691	좋은 제안인걸. 그럴게.
WIL0001692	지금에 만족하고 있어?
WIL0001693	아니, 만족하지 못해. 하지만 뷰티가 없다는 불만이 더 커.
WIL0001694	내가 너를 찾아냈을 때, 왜 혼자 있었지?
WIL0001695	모하비에 오래 있던게 아니거든. 몇일 전에 모하비 전초 기지에 도착한 참이었고 같이 여행을 하던 동료랑은 이미 헤어진 상태였어.
WIL0001696	새로운 동행자를 찾으려고 했지만, 찾지 못했으니까 짐을 정리해서 출발한거야. 문제에 휘말린 건 정말로 불운했었지.
WIL0001697	여행을 시작하고 2년 가까이 지나는데, 그렇게 큰일을 당한건 그 때가 처음이었어.
WIL0001698	심지어, 여행하는 도중에 나는 애견인 빅 죠지를 잃고 말았어. 겍코 무리에게 살해당한거야. 최악의 날들이었지.
WIL0001699	[카리스마] 너는 내 거야, 윌로우. 너를 한 순단도 잊지 않을거야. 네가 그렇게 바라지 않더라도 말이지.
WIL0001700	알았어. 당신은 아첨을 떠는게 능숙하구나. 어울려 줄게. 이렇게 보내는 것도, 둘이서 즐거운 발견이 있을지도 모르니까 말이야. 단지, 내가 이런 일을 하는건, 당신뿐이라는건 이해하고 있어 줘.
WIL0001701	어떤 계기로 여행에 흥미를 가진 거야?
WIL0001702	나는 오리건에서 자랐어. 가족은 캐러밴이나 여행자전용의 모텔을 경영하고 있었지.
WIL0001703	그 덕분에, 어릴 무렵에는 여행 생활에 대한 이야기를 쭉 들으면서 자랐어. 여행을 떠나서 그 이야기를 실현하고 싶다고 생각하지 않은 적이 없었지.
WIL0001704	당신은 모하비 출신이야? 나한테 안내할 수 있을 정도로 여러 장소를 방문했어? 아니면 나처럼 신참이라거나?
WIL0001705	여행을 하면서 어떻게 생활해 왔지?
WIL0001706	성장해 가면서 캐러밴이나 행상인들로부터 거래랑 교섭에 대해 잔뜩 배웠거든.
WIL0001707	가치가 있는 것을 모아서는 노획한 것들을 가능한 비싸게 사주는 누군가를 찾아 왔어. 그 방면에서 나는 굉장히 능숙하다구.
WIL0001708	그들은 무엇을 이해하지 못했지?
WIL0001709	귀여운 것, 재미있는 것을 찾아서 수집하는게 즐거움이지만, 동행하던 사람중 몇 명은 그러는 것을 놀리더라.
WIL0001710	나는 아무것도 모으지 않지만, 왜 그걸로 네가 놀림을 받는 거지?
WIL0001711	아무것도 수집하지 않는 거야? 당신이 정말 좋아하던 할머니가 쓰던 안경 같은 것도?
WIL0001712	중요한 사건이 있었을 때 입고 있던 옷이라거나, 누군가에게 받은 라이터 같은 것도? 없어?
WIL0001713	나도 수집하는건 좋아해.
WIL0001714	당신도 수집하고 있다니 흥분되는걸. 뭘 모으는걸 좋아하는데?
WIL0001715	아니, 팔만한걸 주워서 모으고 있어.
WIL0001716	흐응. 재미있네.
WIL0001717	주위에 널려 있는 쓰레기를 찾아다니고 있는 건가? 거기에 무슨 의미가 있는데?
WIL0001718	멋지네. 내가 한 말은 잊어줘.
WIL0001719	아머나 무기야.
WIL0001720	집에 좋은 것들이 있어. 길에서는 줍지 않아. 너무 무거운걸.
WIL0001721	명백하게 올바른 것을 고르고 있군. 고마워.
WIL0001722	뭐어, 마음에 들어 준다니 정말 기뻐. 당신이라면 이것도 마음에 들어줄지도 모르겠다. 여기, 이거.
WIL0001723	테디 베어와 장난감이야.
WIL0001724	오우, 당신이 그러는 것 처럼 장난감을 모으는걸 좋아해.
WIL0001725	뭐 좋은 거라도 있으면 나한테 선물해 주지 않을래?
WIL0001726	유감이지만, 선물할만한 좋은건 가지고 있지 않아.
WIL0001727	잡다한 물건이야. 일반적인 잡동사니지.
WIL0001728	잡동사니? 잡동사니는 정말 좋아해. 수집품 중에는 앞이 구부러진 스푼도 있고, 마음에 드는건 머그 컵이야. 그것들을 주우면 빼놓지 않고 보관해두고 있어.
WIL0001729	내가 생각하는건 특별하거든. 눈길을 끄는 물건이 있으면, 흥미를 가지고 그것을 보관하고 있어.
WIL0001730	내 마음에 드는 것들도 그래.
WIL0001731	너는 내가 모으고 있는 것 중에서 하나 꼽아 보라고 했지만 무리야. 나는 그야말로 많은 것들을 수집하고 있어.
WIL0001732	이상한 소리네. 거의 언제나 과중 적재를 하게 되어서 힘들 것 같아.
WIL0001733	아무것도. 그냥 너의 알몸이 보고 싶어.
WIL0001734	에? 그거, 나보고 한 말이야? 알몸의 여자가 찍힌 사진이라도 찾아서 그걸 보면 되잖아. 당신을 위해서 옷을 벗을 생각은 없거든.
WIL0001735	그래?
WIL0001736	에~, 언젠가. 오늘은 아니야.
WIL0001737	음식을 잔뜩 가지고 있는걸. 스스로 조리한거야?
WIL0001738	에에. 요리하는건 무척이나 즐거워. 나는 언제라도 캠프파이어를 설치할 수 있어. 필요해지면 말해 줘. 식료의 보급을 안정시키기 싶으니까 정기적으로 요리하고 싶어.
WIL0001739	당신은 요리를 해?
WIL0001740	어려운 질문인걸.
WIL0001741	그건 왜? 나는 무척이나 간단한 일이라고 생각하는데. 당신이 여기의 출인이거나 모하비를 알고 있던가, 그렇지 않다면, 그렇지 않다는 거구나. 어때?
WIL0001742	응, 윌로우? 앞으로의 일?
WIL0001743	어쩐지 친구 이상이 될 것 같은 기분이 드는걸.
WIL0001744	물론, 어디 가고 싶은 곳이라도 있어?
WIL0001745	모하비 전초 기지에 있었을 때에, 나이트 소령에게 들었어 이야기가 있어. 슬리넴으로 승부하면서 말이야.
WIL0001746	아니, 너를 쇼핑에 데리고 갈 마음은 없어. 무척 지루할 것 같아.
WIL0001747	좀 더 많은 식사를 당신에게 만들어 줄 수 있는데도?
WIL0001748	조금 전에도 말했지만 설명하기가 어려워, 윌로우. 일하는 중에 머리에 총을 맞았거든.
WIL0001749	무서운 이야기네. 누구에게 총을 맞은 거야? 사고였어?
WIL0001750	아니, 사고가 아니었어. 범인은 나를 쏘고서 묻었거든. 죽었다고 생각해서, 그대로 두고서 두고 갔지.
WIL0001751	하지만, 어떻게? 참기 어려운 이야기야.
WIL0001752	아아, 그럼에도 말이지.
WIL0001753	오케이, 그게 당신의 선택이라면야.
WIL0001754	나는 배달부고, 범인은 내가 운송하던 짐을 원했지. 강도였어.
WIL0001755	그래서, 머리에 구멍이 나버린 당신은 어떻게 살아난거야?
WIL0001756	굿스프링에서 깨어났어. 거기의 의사가 치료해 주었거든.
WIL0001757	공격한 범인이 누군지는 알고 있어?
WIL0001758	너의 개에 대해서는 유감이야. 미안해.
WIL0001759	고마워. 그 아이가 너무 그리워.
WIL0001760	너의 개에게 무슨 일이 있었는지 알려줄래?
WIL0001761	그 아이는 나를 앞서서 겍코의 냄새와 족적을 발견했어. 정확하게 무슨 일이 일어났는지는 몰라. 엄청난 기세로 먼저 달려가 버렸으니까.
WIL0001762	하지만 낑낑 거리는 소리가 들려서 길의 모퉁이를 돌아 보니까, 그 아이가 낮은 벼랑으로부터 떨어져 있었어. 아래에는 겍코들이 기다리고 있었지.
WIL0001763	내가 아래로 내려가서 겍코들을 쏴 죽였을 때는, 이미 그 아이는 죽어 있었어. 떨어졌을 다리가 부러져서 자기 몸을 지키지 못했던거야.
WIL0001764	여기라면 편히 잠들거라고 생각한 장소에 묻어서...그날 밤은 그 아이랑 거기서 잠을 잤어. 그리고 다음 날 아침에 이별을 고한 뒤 헤어졌지.
WIL0001765	뭐, 어쨌건간에 네가 그걸 써서 남긴다면 나는「네」라고 말하는 수 밖에 없겠군. 우선 누구를 만나고 싶어?
WIL0001766	그레이트! 꽤나 오랫동안 상인과 교섭하지 않았으니까.
WIL0001767	나도 요리는 해. 네가 캠프파이어를 설치할 수 있다니까 잘됐다.
WIL0001768	즐거워질 것 같구나. 내 캠프파이어에서 같이 요리할 수 있어. 요리에 필요한 재료만 있으면, 언제든지 설치해서 무엇이든 요리해 줄게.
WIL0001769	내가 가장 많이 사용하는 재료를 확인해 두고 싶어? 이게 내가 자주 사용하는 레시피에 들어가는 재료야. 서로가 사용하지 않는 재료를 교환해도 좋겠다.
WIL0001770	교환할 생각은 있어? 나는 내가 쓰지 않는걸 줄 수 있으면 기쁠텐데. 당신도 동감하려나?
WIL0001771	이런 곳에서 혼자서 뭘 하고 있는 거야?
WIL0001772	이유가 있어. 혼자서 있는걸 즐기고 있는게 아니고, 그럴려고 모하비 전초 기지에서 쓸데없는 시간을 보낸 것도 아니야.
WIL0001773	아아, 당한 만큼 돌려줘야지. 두 배로!
WIL0001774	도와줄 수 있는건 무엇이든 할게. 정말 개새끼야. 범인 말이야, 당신이 아니고 말이지.
WIL0001775	아아, 그리고 그는 죽었어.
WIL0001776	아아 ,하지만 그 이야기는 하고 싶지 않아.
WIL0001777	아니, 아직 모르는 일이야. 찾아낼 작정이지만 말이지. 그 동안에는 너에게 협력할게.
WIL0001778	어쨌건간에, 도와줄 수 있는 일은 도와줄게. 당신에게 일어난 일은 최악이라고 생각해.
WIL0001779	범인에 대해서 뭔가 알고 있니?
WIL0001780	그 경우, 당신이 회수한 식료를 나도 먹어도 될까? 나는 마음에 든 레시피의 재료 목록을 줄테니까 뭐가 필요한지 알 수 있을거야.
WIL0001781	어머, 나는 당신도 폐품을 모으고 있다고 생각하고 있었어. 그러고, 있지? 모두가 하는 일이잖아? 그래서, 내가 캠프파이어를 설치하면 요리를 시작할 수 있어.
WIL0001782	당연하지, 그러자.
WIL0001783	멋지구나. 이게 재료 목록이야. 내가 조리한 식료를 당신과 공유할 수 있어서 기뻐.
WIL0001784	아니, 그건 하고싶지 않아. 왜 스스로 식료를 모으러 가지 않는 거지?
WIL0001785	에에, 스스로 할 수 있어, 그렇게 생각해. 당신의 주변을 따라가면서 얼만큼 찾을 수 있는지 모르겠지만. 하지만 공유하는 편이 이점이 클거라구.
WIL0001786	당신이 바란다면 같이 요리해서 공유할 수 있어.
WIL0001787	알았어. 그렇게 하자. 네가 바라는 재료를 찾으면 넘겨줄게.
WIL0001788	아니, 그러는 것에 흥미가 없어, 윌로우.
WIL0001789	어머, 그렇구나.
WIL0001790	내 뒤를 따라오는 동안 회수하는데 쓸 자유시간은 별로 없지만 뭘 하고 있어?
WIL0001791	다른 동행자랑 같이 있을 때에는 다른 일을 하고 있어. 같이 행동하고 싶어하는 사람과 동행할 때에는 그다지 찾아낼 수 없으리라고 기대를 하지 않거든.
WIL0001792	당신과 있는 동안에는 지면에서 눈을 떼어놓지 않도록 해서 캡이나 작은 팔릴만한 것이나 요리 재료를 찾을 작정이야.
WIL0001793	만약에 운이 좋다면 근처에서 수집품에 추가할 만한 특별한 것을 주울 수 있을지도 모르니까.
WIL0001794	그 밖에 질문이 있어.
WIL0001795	가끔은. 평소에는 일부로 하지는 않아.
WIL0001796	어머, 그건 좋지 않은걸. 재료가 있고 캠프파이어를 설치할 수 있는 상황이라면 나는 기쁘게 요리할거야.
WIL0001797	당신이 그것을 별로 안한다면, 만약에 내가 요리 재료를 당신에게 주면 어떡할거야?
WIL0001798	당신이 폐품을 모을 때 재료를 몇 개 손에 넣으면, 다른 무언가에 그것을 사용하는 대신에 나에게 줄래? 어때?
WIL0001799	고마워 윌로우. 정말 도움이 되고 있어.
WIL0001800	와아, 잘됐다. 기대되는걸.
WIL0001801	고마워. 나도 네가 좋아 윌로우. 친구가 되어서 기뻐.
WIL0001802	혹시나 어쩌면, 언젠가는 친구 이상의 관계가 될지도 모르겠네.
WIL0001803	오케이. 멋진걸. 언젠가 받아들여줄 날이 올지도 모르겠어.
WIL0001804	에에, 좋아. 당신이 결심해 주기를 기다릴게.
WIL0001805	가능하다면, 너랑 특별한 관계가 되고 싶어. (로맨스 퀘스트)
WIL0001806	거기까지 나아갈 마음의 준비는, 아직 되어있지를 않아. 자연스러운 흐름에 맡기자.
WIL0001807	윌로우. 너랑은 그저 친구의 관계로 있고 싶어. (로맨스는 없이, 친구로 남는다.)
WIL0001808	오케이. 내 애정표현은 특별한 때를 위해서 남겨둘게.
WIL0001809	아니. 나는 아무것도 가지고 있지 않아.
WIL0001810	그들이 가지고 있지 않았어? 정말로?
WIL0001811	다른 이야기를 하자. (개인적인 화제를 스킵 합니다. 또 아이템 제한을 해제.)
WIL0001812	윌로우, 그건 모자가 아니야.
WIL0001813	그야 그렇지! 하지만 필수품이라고 생각해. 단지 나는 모자를 원하거든. 당신에게 주는건 다른 걸로 준비하고 있어.
WIL0001814	당신에게 꼭 시험해보고 싶은데. 오케이?
WIL0001815	왜 같은 모자를 두 개 가지고 있지?
WIL0001816	후우, 그건 긴 이야기가 될거야. 당신이 듣고 싶다면야, 말해 줘도 괜찮지만 말이지.
WIL0001817	응, 그건 즐겁겠는걸. 너랑 화제를 공유할 수 있는건 기뻐.
WIL0001818	아니, 그런 이야기에 흥미는 없어. 그것보다 내 목적을 달성하는것에 대해서 생각하는게 어때?
WIL0001819	오케이, 시험해 보자.
WIL0001820	아아, 나를 의지해도 좋아.
WIL0001821	와아, 그 말을 들어서 기뻐.
WIL0001822	지금? 지금은 최악이야. 하지만 그러고 싶다면? 나중에 하게 되겠지.
WIL0001823	기다리고 있을게.
WIL0001824	좋아. 네가 나한테 와주기를 기다리고 있었어!
WIL0001825	에에, 지금 나는 왔어. 자그마한 선물이 있는데 사생활은 중요하잖아. 여기서 할래? 아니면 다른 장소에 갈래?
WIL0001826	여기서 하자.
WIL0001827	다른 장소에서 하자.
WIL0001828	따라갈게, 달링.
WIL0001829	윌로우, 나는 이제 그걸 하고싶지는 않아. 알아주지 않겠니.
WIL0001830	알았어. 우리는 그렇게 되지 않을거야. 앞으로 친구 이상의 관계가 될 일은 없음, 이러면 되지?
WIL0001831	연필을 모아서 뭘 하려고? 10개는 가지고 있다고 생각하는데.
WIL0001832	연필을 좋아해.
WIL0001833	연필은 좋아해?
WIL0001834	일기를 쓰고 있어. 하지만 필요할 때에 한 자루도 없는 경우에 직면한 적 있어? 에에, 10자루나, 그 이상을 가지고 있으면 아무런 문제는 없을거야.
WIL0001835	개과자도 대량으로 가지고 있지. 왜 그렇게 잔뜩 가지고 있는 거야?
WIL0001836	정말 좋아하거든! 애견인 빅 죠지를 위한 레시피를 생각했는데, 무척이나 맛있었으니까, 언제나 잔뜩 가지고 다니고 있어. 좋아하는 스낵이야.
WIL0001837	여기, 테디 베어야. 마음에 든다면 좋겠는데.
WIL0001838	물론이지, 고마워!
WIL0001839	노움 장식물을 발견했어. 그라면 모이라나 체스터랑도 사이좋게 지낼 수 있지 않을까?
