///Project Nevada	
PJN0000001	Three Shooter
WIL0001935	Sure.  You'll see me again when I have everything on that list.
WIL0001936	Forget it!  I'm not getting all that stuff for you.
WIL0001937	I might still be here if you change your mind.
WIL0001938	I've got all the ingredients you wanted.
WIL0001939	Wow! Look at that!  Well, I guess you were serious then, so I'll come with you like I promised I would.
WIL0001940	Great, I just wanted to come by and see if you were still here.
WIL0001941	Yeah, I'm still here.  I haven't had any luck finding anyone to travel with yet.
WIL0001942	I've got something for you. I saw it and immediately thought of you.
WIL0001943	Thank you. That's so thoughtful!
WIL0001944	Yes, I do.  Here you go!
WIL0001945	Alright.  This is it.
WIL0001946	Of course.  Here it is.
WIL0001947	Here it is.
WIL0001948	Okay, do whatever you want.  But, I'd try the hat if I were you.
WIL0001949	Um...no?
WIL0001950	Oh!  I'm so glad to hear you say that!
WIL0001951	Oh, don't be like that honey.  What if we took her to bed together? I think you'd enjoy it.
WIL0001952	And you'd enjoy it. You wouldn't ignore me and just pay attention to her would you?
WIL0001953	[Lady Killer] I won't ignore you, I promise. But maybe you'd ignore me some, huh?  What do you say?
WIL0001954	[Cherchez LF] I love you Willow, how could I possibly ignore you for another girl?  Will you do it?
WIL0001955	Wait.  I don't want to.  Let's get out of here together.
WIL0001956	Alright.  I'll see you at home later.
WIL0001957	Willow, it's not like we're married.  I'm free to do what I want.
WIL0001958	Fine. You're right. We're not married. I understand now how things are. I thought you loved me, but I guess I was wrong. Have fun. I'm going home.
WIL0001959	I'm sorry. I didn't think about how you'd feel. Don't leave. I'll come with you.
WIL0001960	I want my freedom. I'm going to sleep with her. If you don't like it you should go home.
WIL0001961	Fine, I'm going home.
WIL0001962	Yeah, that's a great idea.
WIL0001963	No, I want you to have it Willow.
WIL0001964	Okay.  Thank you!
WIL0001965	Oh, come on Willow it'd be fun!
WIL0001966	No, I don't want to join you in a threesome with her!  What I want to do is go home.  I thought you loved me!
WIL0001967	Nevermind
WIL0001968	Oh, come on, Willow, we're best friends.  Tell me.
WIL0001969	It started before I left home.  I wasn't supposed to come to New Vegas alone.  My best friend Bethie, she was supposed to be here with me.
WIL0001970	We spent months getting ready to go. My dad made us the radios, we collected gear we wanted to take, we talked to caravan guards about routes.
WIL0001971	And that's when things went wrong.
WIL0001972	Something happened with one of the caravans?
WIL0001973	Brian, one of the guards we talked to, liked Bethie right away and started coming 'round to see her. She never said anything about it.
WIL0001974	So I kept talking about our trip, finishing up plans and getting ready to go.  About two weeks before we were supposed to leave Bethie disappeared.
WIL0001975	Poof! She was just...gone.
WIL0001976	She ran off and left you?  What a terrible thing to do!
WIL0001977	Yeah, I was devastated.  She'd been my best friend since we were little kids. I couldn't believe she'd leave without any kind of goodbye.
WIL0001978	She took off with Brian didn't she?
WIL0001979	Yeah, she left with Brian on one of his caravan routes.
WIL0001980	Oh, no!  Bethie got killed by Geckos!
WIL0001981	No, only Big George got killed by Geckos.
WIL0001982	So, what did you do?
WIL0001983	I decided to chase her.  It took me about a week to finish getting ready and then I left.
WIL0001984	I knew where Brian's caravan was headed so that's where I went, but he left the caravan and I never did find her.
WIL0001985	The second hat was supposed to be hers. We thought matching hats would be fun.
WIL0001986	But, the hats aren't really that identical anymore. The one I've given you is nice and clean.
WIL0001987	It hasn't been torn up by geckos or gunshots.
WIL0001988	So, what did happen to Bethie?
WIL0001989	Yeah, I want to help him every way I can.
WIL0001990	I just can't get over it. That you believe in him.
WIL0001991	I'm getting tired of you complaining about it. Why don't you leave already?
WIL0001992	Do you want me to go?
WIL0001993	Yes, forever.  (Willow leaves your game.  You can't get her back).
WIL0001994	Alright.  Fuck you.  I am leaving and we are never, ever, ever getting back together.
WIL0001995	Yes, go home. I'll catch up with you later.
WIL0001996	No, but I could stand less complaining from you about the Legion.
WIL0001997	I'm sorry. I did tell you I wasn't thrilled about being involved with Caesar.  Don't forget I love you, okay?  It's why I'm here.
WIL0001998	No, I want you to stay with me.
WIL0001999	I want that too.
WIL0002000	Well, I do.  Follow me, follow him.  That's the way it's going to be.
WIL0002001	Okay, don't forget I love you.  That's why I stay.
WIL0002002	I don't want to have anything to do with that.  It's one thing to kill people who are trying to kill us, but to go in cold...
WIL0002003	I'm gonna sit this one out.  I'll be waiting for you at home.
WIL0002004	I do, I'm confident the NCR can win this.
WIL0002005	You know, I was never excited about getting involved in this war, but after everything we've seen...
WIL0002006	Driving the legion out of the Mojave is the right thing to do.  If I die, doing it, it would be for something worthwhile.
WIL0002007	Yes, it's almost time to go.  We can talk now if you want.
WIL0002008	Are you worried at all about dying?  I'm worried about you and me too.  It's scary to think both of us might not make it through this.
WIL0002009	I have some more work to do before we'll go to The Dam, can we talk later?
WIL0002010	Let's hope it doesn't come to that.
WIL0002011	Oh, I do! I don't want to die. But I do want to talk to you about the possibility.
WIL0002012	I'm not too worried about it. I think we have the advantage of strength on our side.
WIL0002013	I'm glad you're feeling confident about our chances, and you must feel committed to your cause to be risking your life.
WIL0002014	Even against the NCR?
WIL0002015	Yeah, that is hard for me, but after everything we've seen?  I agree, they shouldn't be here.
WIL0002016	But, this isn't what I want to talk to you about.
WIL0002017	Of course!  It's scary as hell!  But we'll be okay.
WIL0002018	I want to make sure you know how I feel about you, just in case one of us doesn't make it through this.
WIL0002019	You've been a great friend to me, like the sister I never had and I love you.
WIL0002020	You've been a great friend to me and I love you very much.
WIL0002021	Well, when it occurred to me that you might die I got so sad!
WIL0002022	I love you so much.  I was thinking, if we both make it through this maybe we could talk about making our relationship a more serious one.
WIL0002023	Maybe we could talk about staying together forever.
WIL0002024	But for now,  I want you to take this and wear it. Maybe it'll keep you safe.
WIL0002025	Think of it as my promise to you that I'll love you forever no matter what.  Because I do and I will. I'll be wearing one too.
WIL0002026	I want to make sure you know I love you very much.  You've been a wonderful friend to me.  Thank you.
WIL0002027	I do!  Thanks for the ones you've given me so far.
WIL0002028	You're welcome!
WIL0002029	Well, you're spoiling me Willow. It's too much.
WIL0002030	Do you want me to stop?  I will if you want me to.
WIL0002031	Yeah, that would be best.  (turns gift giving in the mailbox off)
WIL0002032	No, please don't.  It's a lot, but I like it. (Willow will continue to leave gifts in the mailbox)
WIL0002033	Do you know exactly what you want or do you plan to just wander around? The Mojave's a big place.
WIL0002034	Oh, I know what I want and where we should go to get it.  When I was at the Mojave Outpost I picked up a NCR pamphlet.
WIL0002035	It talks about the flora and fauna of the Mojave and where to find stuff.  It's very informative.
WIL0002036	I've planned our little mission based on what I've read in the pamphlet.  Hopefully it won't send us on a wild goose chase.
WIL0002037	The first place we're headed to is Ruby Hill Mine to get a couple of Banana Yucca plants.
WIL0002038	Because he's evil and if the legion wins the war they'll destroy everything that's good in the Mojave. You can stop it.
WIL0002039	If you kill Caesar now you will destroy the legion.  You have to consider it.
WIL0002040	No, way!
WIL0002041	It's the best option for the Mojave. The legion will destroy everything here. You know that's the truth.
WIL0002042	Remember that chatty robot in the closet in Benny's room?  He offered to help you take over New Vegas and make it your own.
WIL0002043	If you do that you can make things right for New Vegas and the Mojave. You'd be a hero.
WIL0002044	What?  Why would I do that?
WIL0002045	Killing Caesar won't destroy the legion.
WIL0002046	Okay, maybe it won't destroy it, but it will weaken it, and you can leave them, and if you must fight in this war fight it another way.
